auteur,references
 R. G. Teixeira,[9911254]
J. S. Valverde (Sao,[9911254]
Sophie Pelland,"[9911255, 204127]"
Martijn Wijnholt,"[9912002, 110109, 212021, 301029]"
Slava Zhukov,"[9912002, 110109]"
 University of Durham,[9912005]
Morten Nielsen,"[9912006, 5284]"
 N.K. Nielsen (Department of Physics,[9912006]
 B. Zupnik,"[9912007, 12199]"
 Rio De Janeiro),[9912008]
Peter Orland (Graduate Center,[9912009]
Baruch College,[9912009]
Gordon W.,[9912009]
 Hirokazu Tanaka,[9912010]
K. Bering (IFT),"[9912017, 7192]"
 A. Misra ((1) Department of Physics,[9912020]
 Indian,[9912020]
Rafael Hernandez,"[9912022, 106055, 202135, 205099, 211130]"
 F. Grard,[9912023]
 S. Hoorelbeke,[9912023]
 Carlo Ungarelli,[9912024]
O.A. Battistel,"[9912026, 12181, 208084, 208160]"
 O.L. Battistel,[9912026]
Marco Zagermann,"[9912027, 2228, 4117, 103106, 109055, 301126]"
Boris Tsirelson,[9912031]
 A. De Freitas,[9912033]
H.L. Wong,[9912033]
Yang Ze-sen,[9912034]
 Li Xianhui,[9912034]
 Zhou Zhining,[9912034]
Zhong Yushu,[9912034]
H.B. Benaoum (Mainz Uni.),"[9912036, 4002]"
Stephon H.S. Alexander,"[9912037, 104093, 105032, 212151]"
J.C. Fabris,"[9912040, 9197, 11030, 207213]"
 A.M. Pelinson,"[9912040, 9197, 11030]"
Kirill Saraikin,"[9912042, 5138]"
Moshe Moshe (Technion-Israel,[9912043]
 Fermilab-USA),[9912043]
Norisuke Sakai (T.I.T,[9912043]
Rodrigo Aros,"[9912045, 204029, 211024]"
 Mauricio Contreras,[9912045]
 Rodrigo Olea,"[9912045, 210116]"
 Ricardo Troncoso and,[9912045]
Ze-sen Yang,"[9912046, 3149, 3167]"
 Zhining Zhou,[9912046]
 Yushu Zhong,[9912046]
Xianhui Li,[9912046]
Kazuyuki Furuuchi (Osaka Univ.),[9912047]
 Martijn Derix,"[9912049, 104113]"
 Carlos Herdeiro,"[9912049, 203019]"
Peter Presnajder,"[9912050, 204219, 209024]"
Igor Bandos (Kharkov Institute of Technology,[9912051]
 Kharkov,"[9912051, 7085]"
 Jerzy,[9912051]
Ph Spindel,[9912054]
Ruben L. Pakman,[9912057]
Wolfgang Mück,"[9912059, 301171]"
 R.Manvelyan,"[9912061, 212324]"
 H.J.W.Mueller-Kirsten,"[9912061, 3257]"
H. Gopalkrishna Gadiyar,"[9912062, 104256]"
A. Miemiec,[9912065]
Yan-Gang Miao,"[9912066, 2060, 301233]"
H. J. W. Mueller-Kirsten,[9912066]
W. Nahm (Bonn U.),[9912067]
 K. Wendland (Bonn U.),[9912067]
 Harald Dorn,[9912070]
V. Skalozub,[9912071]
V. Demchik (U.Dniepropetrovsk),[9912071]
 Mark Van Raamsdonk,"[9912072, 103179, 205185, 207050, 211139]"
 D. M. Belov,"[9912075, 1215, 3176, 11117]"
 A. S. Koshelev,"[9912075, 3176, 11117]"
D. Binosi,"[9912081, 6026]"
 T. ter Veldhuis,[9912081]
 Nakwoo Kim,"[9912082, 9912272, 12195, 105250, 106117, 110034, 202184]"
A. Harindranath (Saha Inst.),[9912085]
 L. Martinovic (Inst. of Physics,[9912085]
 M. Peloso,[9912087]
 Henning Samtleben,"[9912089, 112154, 209191, 212239, 303213]"
Rodolfo Russo,"[9912090, 9912183, 3180]"
M.Hayakawa,[9912094]
Ken-ji Hamada (KEK),"[9912098, 5063, 12053, 101100, 105069, 203250]"
D. Polyakov,[9912100]
O. Kenneth,"[9912102, 9912291, 1045]"
 Mikkel Nielsen,"[9912106, 7035, 10042, 303253]"
Michael Forger,"[9912109, 212273]"
Axel Winterhalder,"[9912109, 212273]"
M.L. Walker,[9912110]
Hadi Salehi,"[9912115, 11063, 301208, 302178]"
 A.I. Ivanov,[9912116]
N.I. Troitskaya,[9912116]
Yuri Malyuta,"[9912117, 103213, 210057]"
Misao Sasaki,[9912118]
G. Galloway,[9912119]
 K. Schleich,[9912119]
 D. Witt,[9912119]
E. Woolgar,[9912119]
Carlos Tello Echevarria (IFT/UNESP,[9912120]
Doug Singleton,[9912126]
Kirill A. Kazakov,"[9912129, 9073, 9220, 107080, 111074, 201246, 207218]"
Petr I. Pronin,[9912129]
A. Peterman,[9912131]
 A. Brandhuber,"[9912132, 2092]"
 C. Lozano,"[9912133, 6140, 6141, 7133]"
Tzuu-Kang Chyi,[9912134]
 Chien-Wen Hwang,[9912134]
 W. F. Kao,"[9912134, 201012]"
 Guey-Lin Lin,[9912134]
 Kin-Wang Ng,[9912134]
 Juan P. Garrahan,[9912136]
Matthew J. Strassler (Inst. for Advanced Study),[9912142]
Alexei M. Tsvelik,[9912143]
V. Kaplunovsky,[9912144]
P.Kaste,[9912147]
 C.A.Lutken,[9912147]
 J.Walcher,[9912147]
 Jean-Pierre Derendinger,[9912150]
Roger Sauser,"[9912150, 9054]"
Tadashi Takayanagi,"[9912157, 8023, 12210, 103021, 104143, 106142, 110099, 110200, 112199, 204234, 206010, 209160, 301206, 303214, 303221]"
R. Marotta (Nordita),[9912158]
 F. Pezzella (U. of Naples),[9912158]
P. M. Llatas,"[9912159, 9912177, 101094]"
Christos Charmousis,"[9912160, 101198, 107126, 202107]"
 Ruth Gregory,"[9912160, 12100, 101198]"
Antonella Liccardo,"[9912161, 9912275]"
T. ter Veldhuis,"[9912162, 6026, 6077, 208184, 209142]"
J. X. Lu (U. of Michigan),"[9912165, 3132, 6193, 7168]"
 S. Roy (Saha Institute),"[9912165, 6193, 7168]"
Douglas M. Eardley,[9912166]
M. Hayakawa,"[9912167, 9098, 107103]"
F.R. Klinkhamer,"[9912169, 6154, 104096, 105037, 105310, 110135, 110237, 205038, 212028, 304167]"
Hector Figueroa,"[9912170, 301015]"
D.G. Pak,[9912172]
Dirk Olivie,[9912178]
K.E. Evdokimov,[9912179]
D.H.Phong,[9912180]
Alberto Frizzo,[9912183]
A.E. Nelson,[9912186]
Emanuel Scheidegger (LMU,[9912188]
Chen Ying,[9912189]
 He Bing,[9912189]
 Lin He,[9912189]
 Wu Ji-Min,[9912189]
Sachiko Ogushi,"[9912191, 5197, 10004, 11182, 102082, 105117, 108172, 108209, 111008, 202098, 210055]"
 T. Harko,"[9912192, 4096, 5236, 12151, 103240, 106263, 201012, 208033]"
M. K. Mak,"[9912192, 4096, 5236, 12151, 103240, 106263, 201012]"
 Archil B. Kobakhidze,"[9912193, 3269, 101210]"
O.A. Castro-Alvaredo,"[9912196, 4089, 8044, 8208, 10262, 103055, 103252, 112097, 201142, 203130, 211168]"
 J.L.Miramontes,[9912196]
 I. Negru,"[9912198, 9912199, 9912200, 201073, 211158]"
 E. M. Cioroianu,"[9912201, 3192, 4046, 102118, 201073, 206186, 209109, 211158, 302037, 303079]"
G. Bandelloni (INFN-Genoa),"[9912202, 3027, 11208, 106052, 201071, 209055]"
 S. Lazzarini (CPT-Marseille),"[9912202, 3027, 6106, 11208, 106052, 201071, 209055, 212156]"
 Firenze),"[9912203, 3095, 102087, 103092, 209032]"
W. Siegel (C.N. Yang Institute for Theoretical Physics),"[9912205, 107094]"
U. Magnea,[9912207]
Ron Donagi (UPenn),"[9912208, 8008]"
 Burt A. Ovrut (UPenn),[9912208]
 Tony Pantev (UPenn),"[9912208, 8008]"
 Daniel,[9912208]
Ruihong Yue,"[9912213, 108014]"
Hiroaki Kodama (Kanazawa U.),[9912215]
 Jun-Ichi Sumi (Kyoto U.,[9912215]
 FIHS),[9912215]
B. Iochum,[9912217]
 T. Krajewski,[9912217]
 P. Martinetti,[9912217]
Gianfranco Pradisi (U. Roma “Tor Vergata”),[9912218]
Raimar Wulkenhaar (CPT Marseille),"[9912220, 9912221]"
F. Delduc (ENS Lyon),[9912222]
 E. Ivanov (JINR,[9912222]
 S. Krivonos (JINR,[9912222]
Israel Klich,"[9912223, 12241]"
G.Bonelli,[9912227]
 S.Terna,[9912227]
A.Tomasiello,[9912227]
Arno R. Bohm,[9912228]
 N.L. Harshman,[9912228]
M.J. Mithaiwala,[9912228]
 M. Tachibana,[9912229]
 K. Takenaga,[9912229]
G.K. Leontaris (CERN,[9912230]
Ioannina Un.),[9912230]
 N.E. Mavromatos (Kings's,[9912230]
Greg Trayling,"[9912231, 103137]"
Borut Bajc,[9912232]
Misao Sasaki (Osaka),[9912233]
 Tetsuya Shiromizu (Cambridge),[9912233]
Everton M. C. Abreu (UNESP/Campus de Guaratinguetá),[9912234]
 Jorge Ananias,[9912234]
 S. Fedorov,[9912237]
 M. Khalili,[9912237]
 Jürg Fröhlich,[9912239]
 Jürgen Fuchs,[9912239]
Christoph,[9912239]
Adrian Muller,[9912240]
Micha Berkooz (Princeton University),[9912241]
 Malcolm Perry,[9912243]
 Robertus Potting,[9912243]
Yun S. Song,[9912244]
A. Mukherjee (University of Delhi,[9912245]
 F. Riva,[9912248]
 M. Perez-Victoria,"[9912250, 202082, 302023]"
M. B. Hott,[9912251]
V. Fridkin (RIMS,[9912252]
 Yu. Stroganov (IFVE,[9912252]
 Protvino; RIMS,[9912252]
Hiroaki Terashima,[9912253]
 (Dept. of Physics,[9912253]
D.F. Marchioro,[9912256]
Carlo Angelantonj (ENS),"[9912257, 3050]"
Adi Armoni (Ecole Polytechnique),"[9912257, 3050, 5208]"
Yusuke Kimura,"[9912258, 103192]"
Chuan-Tsung Chan (National Taiwan University),[9912260]
Hiroto So,"[9912262, 6180, 101101, 109202, 111112]"
 Kazunori Wakatsuki,[9912265]
 J. Correia,[9912267]
R. Loll (AEI),[9912267]
Victor Petrov,"[9912268, 9007, 108097]"
 A. de Souza Dutra,"[9912269, 9179, 10080, 201125, 302213]"
Luiz C. de Albuquerque,"[9912270, 107154, 108240]"
 Nelson A. Alves,[9912270]
Eric D'Hoker (UCLA),[9912271]
 D. H. Phong (Columbia University),[9912271]
Eunsang Kim,"[9912272, 5205, 201202]"
Tomohiko Takahashi (Univ. of Tokyo),[9912274]
Takaaki Ozeki,[9912276]
Noriyuki Shimoyama,[9912276]
Sergey Prokushkin (1),[9912280]
 Arkady Segal (2),[9912280]
Mikhail Vasiliev (2) ((1),[9912280]
J.J. Rosales,"[9912282, 106095, 212110]"
E. Farhi,"[9912283, 3144, 7189, 112217, 303159]"
 N. Graham,"[9912283, 3144, 7189, 112217, 303159]"
 R. L. Jaffe,"[9912283, 3144, 7189, 103010, 207120, 207205]"
 H. Weigel,"[9912283, 207120, 207205, 303159]"
 A. Lopez,"[9912285, 102088, 110043, 110090, 303226]"
 Tetsuya Shiromizu,"[9912287, 108056, 206049, 304187]"
A Shirzad,"[9912289, 3010]"
F Loran,"[9912289, 3010]"
F.Delduc,[9912292]
L. F. Blazhyjevskii,[9912294]
 A. Y. Marko,[9912294]
Gungwon Kang,"[1003, 3162, 202147]"
Rudolf Haag,[1006]
Gouranga C. Nayak,[1009]
Walter Greiner,"[1009, 7139]"
A.V. Belitsky,"[1010, 4186]"
V. Fateev (Montpellier),[1012]
 A. Zamolodchikov (Rutgers),[1012]
 Dzo Mikulovicz,[1013]
Franz-Marc Boas,[1014]
 J. Feinberg,[1019]
Zalan Horvath,"[1021, 211041]"
 Robert L. Karp,[1021]
 Laszlo Palla,[1021]
Bogdan Damski (Jagiellonian University),[1022]
Paul K.,"[1024, 8221]"
Domenico Seminara (LPT-ENS,[1028]
F.A. Cachazo,[1029]
Samik Sen,[1030]
 James C. Sexton,[1030]
K.I.Bolotin,[1031]
M.A.Vasiliev (Lebedev Physical Institute),"[1031, 2183]"
Branislav Jurco,"[1032, 5005, 6246, 12225, 102129, 104153, 106110]"
Michael John Pfenning,[1034]
Giuseppe Carlino (Univ. of Genova),[1036]
 Kenichi Konishi (Univ. of Pisa),[1036]
Michihiro Naka,"[1037, 5114, 10002, 204202, 206141, 212020]"
 Masatoshi Nozaki,"[1037, 8023, 101211]"
George Tsoupros,"[1039, 107019, 107021, 203033, 304041]"
St. D. Glazek (Warsaw Univ.),[1042]
Zhiyong Wang,[1043]
Ailin Zhang,[1043]
S. Nussinov,"[1045, 10249, 10250]"
Horace Crater (Univ. of Tennessee,[1046]
 Tullahoma),[1046]
Yuri Makeenko (ITEP,[1047]
L. Gallot,[1049]
P. Strigazzi,"[1049, 3022]"
I. V. Tyutin (Lebedev Physical Institute),"[1050, 101046, 101068]"
V.I.Tkach,[1052]
 J.J.Rosales,[1052]
J. Khoury,[1056]
Kenji Suzuki,[1057]
Jaroslaw Piskorski,[1058]
K.B. Korotchenko (Tomsk Polytechnical University,[1059]
 Rossia),[1059]
Alfio Bonanno (Osservatorio Astrofisico,[1060]
 Universita' di Catania,[1060]
Andre Wehner,"[1061, 1191, 107008]"
Everton M. C. Abreu (UNESP/Campus de Guaratingueta'),[1064]
Rein Halbersma,[1065]
 Nemani V. Suryanarayana,"[1066, 206103]"
Michel Rausch de Traubenberg,[1067]
Yonatan Zunger (Dept. of Physics,[1072]
 Stanford University),[1072]
Li Jiang,"[1073, 111145]"
R. Caseiro (Coimbra),[1074]
 J.-P. Francoise (Paris VI),[1074]
R. Sasaki (Kyoto),[1074]
Matthew D. E. Szyndel,[1075]
 A. D'adda,[1076]
R. Casadio,"[1080, 10065, 103200, 110255]"
M.A. Grigoriev,"[1081, 3114, 301085]"
 A.M. Semikhatov,"[1081, 201091]"
I.Yu. Tipunin,[1081]
Nathan Berkovits (IFT,[1084]
O.B. Zaslavskii (Department of Physics,[1090]
 Kharkov Karazin's National,[1090]
D. Reynaud,[1091]
Xavier Montes,[1092]
C. Bachas (ENS,"[1093, 106234]"
H. Salehi,"[1095, 1096, 103072]"
 Y. Bisabr,"[1095, 1096, 103072]"
 H. Ghafarnejad,[1096]
J. Balog (Research Institute for Particle,"[1097, 304214]"
Nuclear Physics,"[1097, 304214]"
 M. Desoil,[1100]
S. Prem Kumar,"[1103, 6008, 112109, 206051, 210239]"
Bruce A. Campbell,"[1104, 3137, 102022]"
 Kirk Kaminsky,"[1104, 102022]"
Jan Plefka (AEI Potsdam),[1106]
V.G. Bagrov (U. of Tomsk),"[1108, 110037, 201068]"
 D.M. Gitman (U. of Sao Paulo),"[1108, 3084, 3112, 104121, 201068, 210312, 212289]"
 A. Levin (U.,[1108]
Sergei V. Ketov (NBI,"[1109, 3245]"
 Copenhagen ,"[1109, 3245]"
 Hannover ,"[1109, 3245]"
HCEI,"[1109, 3245]"
 Tomsk),"[1109, 3245]"
Greg Huey,[1112]
 Paul J. Steinhardt (Princeton),[1112]
 Burt A. Ovrut (Penn),[1112]
Keiichi Akama,"[1113, 7001, 8133, 9091]"
N. Mohammedi (U. of Tours),[1114]
Philip D. Mannheim (University of Connecticut),"[1115, 101047]"
S. B. Afanas'ev,[1117]
Sukanta Bose (Cardiff University),[1119]
Naresh Dadhich (IUCAA,"[1119, 101019]"
 Pune),"[1119, 11159]"
C. Korff,"[1128, 2185]"
D. Klemm,"[1131, 10200, 11016, 101076, 104141]"
Sanefumi Moriyama (Kyoto),"[1135, 3231, 6056, 107203]"
T. Nagao,"[1137, 3009, 5077]"
B. U. Eden,"[1138, 4102]"
 P. S. Howe,"[1138, 4102, 5135, 9217]"
 A. Pickering,[1138]
A.Y. Alekseev,[1141]
 T. Strobl,"[1141, 12219]"
R. Pettorino,[1146]
L.Z. Hu (Peking University),"[1147, 1148]"
 L.Y. Hu (Dongbei University of Finance,[1147]
Amitabha Lahiri (S.N.Bose Ctr.),[1152]
P. Eslami,[1153]
 W. J. Zakrzewski,[1153]
 M. Sarbishaei,[1153]
R. Heumann,"[1155, 205232]"
Rudnei O. Ramos,[1156]
F. A. R. Navarro,[1156]
A. Coste,[1158]
 T. Gannon,[1158]
 Ph. Ruelle,[1158]
Verena Schoen,"[1162, 8175]"
 Michael Thies (University of Erlangen-Nuernberg),[1162]
Galliano Valent,[1165]
W. Dittrich,[1171]
 (Rolland Eotvos University,[1173]
 Budapest),"[1173, 203073]"
Marco Picariello (1),"[1174, 110101]"
Andrea Quadri (1) ((1) Universita' di Milano,[1174]
F. Bruckmann,"[1175, 7119]"
 T. Heinzl,"[1175, 7119]"
Emery Sokatchev,"[1178, 3051, 5151, 7058, 10117, 110174, 203068, 209103]"
Yunbo Zhang,[1179]
 M.Hasenbusch,[1181]
 P.Provero,[1181]
Harald Grosse,"[1182, 4176, 5273, 103176, 107068, 109080]"
 Thomas Krajewski,"[1182, 3099]"
E.Papantonopoulos,[1183]
I.Pappa,[1183]
 Wifredo Garcia Fuertes,[1184]
 Juan Mateos,[1184]
 Clare Dunning,"[1185, 8039, 10148, 103051, 104119, 201108]"
 E. Kanzieper,[1188]
N. Mankoc Borstnik (Univ. of Ljubljana,"[1196, 2048]"
 Jozef Stefan Institute),"[1196, 2048]"
 H. B.,"[1196, 2048]"
 S Stanciu,[1199]
Jaume Gomis (Caltech),"[1200, 111060]"
Washington Taylor (MIT),"[1201, 2016, 2237, 4141, 8033, 111069, 207132, 208149, 301094]"
John Madore,"[1203, 9230]"
 Stefan Schraml,"[1203, 6246, 9230, 104153]"
 Julius Wess,"[1203, 5005, 6246, 9230, 12225, 102129, 106110, 205214]"
Arkady Tseytlin,"[1204, 106241]"
 Michael Schulz,"[1206, 2121, 201028]"
V. Braun,"[1208, 206158]"
 X de la Ossa,[1208]
A. Grassi,[1208]
Dmitrij V. Shirkov,[1210]
 Vladimir F. Kovalev,[1210]
A. S.Koshelev,[1215]
J.A.Lopez,[1220]
 S. L. V. Pinheiro,[1221]
 A.J. Mountain,[1222]
L.Ya.Kobelev,[2005]
C. Curto,[2010]
 V. G. J. Rodgers,[2010]
V.B. Kopeliovich (Moscow,[2014]
 INR),"[2014, 2014, 203253]"
 B.E. Stern (Moscow,[2014]
 W.J.,"[2014, 203253]"
E. Kazes,"[2018, 5012]"
Andrew Ferstl,[2019]
 Victor Weir,[2019]
David Mateos,"[2020, 112054, 204062, 205291, 206194, 207136]"
I. A. Nikolic,[2022]
V. Mathai,"[2023, 12046]"
Sergei Klishevich (Serpukhov,[2024]
 IHEP),[2024]
L. Hoffmann,"[2025, 2154, 6165, 12153, 102162, 112191]"
D. S. Freed,[2027]
 M. J. Hopkins,[2027]
Diana Vaman (YITP Stony Brook),[2028]
P. Dawson,[2030]
 C. Bervillier,"[2034, 6187]"
 Bartomeu Fiol,"[2037, 3263]"
Christian Römelsberger,"[2037, 3263]"
 Kaoru Takagi,[2038]
Masashi Tomoyose,[2038]
Christopher P. Herzog,"[2039, 9017, 101020, 104069, 108101, 111078, 205064, 205100, 210126, 302086]"
 Pedro Silva,[2042]
 Eric G. Novak,[2046]
T. A. Yousef,[2049]
 J. Jurkiewicz (Jagellonian Univ.),[2050]
E. Bagan,[2051]
 M. Lavelle,[2051]
M. A. Anacleto,"[2055, 104152]"
R. F. Ribeiro,[2055]
A. Sadrzadeh,"[2056, 110238]"
Mark Hale (Durham,[2058]
Oliver Schwindt (UMIST,[2058]
Tom Weidig,[2058]
 R. Manvelyan,[2060]
Neil D. Lambert,"[2061, 102159, 107031, 206243]"
A. A. Bytsenko,[2064]
A. Chenaghlou,"[2065, 4121, 108077, 203240]"
 E. Gorbatov,"[2067, 3216]"
 A. Kashani-Poor,"[2067, 3216]"
 S. Paban,"[2067, 3216]"
 K.E. Kunze,"[2070, 4094, 105182]"
 Anton Galajinsky (Frascati),[2071]
 Valery A. Rubakov,"[2072, 3045, 3109]"
Sergei M. Sibiryakov,"[2072, 3045, 3109]"
Michal Fabinger,"[2073, 206196, 212223, 304220]"
Yonatan Zunger (Stanford University),[2074]
 Csaba Csaki,[2076]
Pablo Mora,[2077]
 A.K. Grant,[2078]
J.S.,[2078]
Beatriz Gato-Rivera (IMAFF/Csic,[2081]
Nikhef),[2081]
A. Alonso Izquierdo,"[2082, 3224, 4053, 201200, 207064, 304125]"
 M.A. Gonzalez Leon,"[2082, 3224, 4053, 201200, 207064, 304125]"
 J. Mateos Guilarte,"[2082, 3224, 4053, 207064]"
 M.A. Lledó,[2084]
 S. P. de Alwis,"[2087, 106174, 205042]"
Guillermo Arreaga,[2088]
 Riccardo Capovilla,[2088]
Jemal Guven,[2088]
K. Tanaka,[2089]
Takayuki Hirayama (Kyoto university),[2090]
 E. Katz,[2091]
Ralf Schützhold,[2095]
 Ralf Kuhn,[2095]
 Michael Meyer-Hermann,[2095]
 Günter Plunien,[2095]
Chang S. Chan,"[2097, 3236, 107215]"
J. Bjoraker (Minnesota U ,[2098]
BNL),[2098]
Y. Hosotani (Minnesota U),[2098]
Andrei Bytsko,[2101]
F. Anselmo (INFN Bologna),"[2102, 7115]"
 J. Ellis (CERN),"[2102, 7115, 207188, 212272]"
 D.V. Nanopoulos (Texas,"[2102, 7115, 207188]"
Mathias Klein,[2103]
 Raul Rabadan,"[2103, 7087, 8173]"
 Assaf Shomer,"[2104, 9242, 11046, 12117]"
I. J. R. Aitchison,"[2105, 6229]"
V. Rychkov,[2106]
Jan Plefka (AEI-Potsdam),"[2107, 3280]"
D.Bellisai,[2110]
G.Travaglini,[2110]
V. Latora,[2113]
Alvaro de Souza Dutra (UNESP/Campus de Guaratinguetá-DFQ),[2114]
Cesar,[2114]
Khaled Abdel-Khalek (Lecce,[2115]
Leonardo Gualtieri,[2116]
Michael Kroyter,[2118]
 A.D.Popov,"[2120, 101150]"
D. Arnaudon,"[2123, 106139, 111233, 210087]"
 R. Poghossian,"[2123, 110240, 112211]"
 A. Sedrakyan,"[2123, 6243, 106139, 111233, 210087]"
Marc-Andre Lewis,[2124]
Yungui Gong,[2133]
Thomas Boettner,[2134]
 Sergei V. Ketov,[2134]
Thomas Lau (ITP,[2134]
Sergei Kuzenko,[2135]
 Isao Kishimoto,[2138]
S. Ferrara (CERN,"[2141, 6009]"
 TH Division),[2141]
S. Moghimi-Araghi,"[2142, 8165, 12149, 105123, 201099]"
Neda Sadooghi,"[2143, 9233, 206009, 206137]"
Stephen Hawking,[2145]
G. Vernizzi,"[2148, 104028, 201165, 206226, 212051]"
Massimo Bianchi ,[2149]
Jose F. Morales (Dipartimento di Fisica,[2149]
Yongsung Yoon (Hanyang Univ.,[2151]
Ph. Spindel,"[2156, 8147]"
Konstantin G. Savvidy (The Niels Bohr Institute),"[2157, 4113]"
R.J. Szabo (NBI),"[2158, 5128]"
Steven S. Gubser (Princeton University),"[2160, 10010]"
 Stephane Lavignac,[2164]
Hans Peter Nilles,"[2164, 3152, 103202]"
F. Gieres,"[2167, 3222, 111258]"
 J. Grimstrup,"[2167, 12112]"
Kota Yoshioka,[2169]
 C. P. Martin (Univ. Complutense de Madrid),[2171]
 E. P. Gueuvoghlanian,"[2173, 7116, 7169, 10257, 11187, 205228]"
Shoibal Chakravarty,[2175]
 Keshav Dasgupta,"[2175, 103090, 209077, 301161, 304001]"
Kumar S.Gupta,[2177]
 Badis Ydri,"[2177, 203121]"
M.R. Setare,"[2179, 11198, 201105, 201213, 203029, 203126, 205081, 210187, 210252, 304072]"
A. Saharain,[2179]
Rosevaldo de Oliveira,[2181]
Carlos A. P. Galvao,[2182]
Juan A. Mignaco,[2182]
Parviz Haggi-Mani,"[2189, 4061]"
 Alexander Kuznetsov,[2193]
 Dmitri Orlov,"[2193, 10293, 109098]"
 M. Reuter,"[2196, 6099, 106133, 112089, 205062]"
S. Azakov,[2197]
 H. Joos,[2197]
A. Belhaj,"[2205, 7137, 7143, 12131, 108143, 207160, 210167, 304019]"
E.H.Saidi,"[2205, 7143, 108096, 210168]"
 N. Regnault,[2207]
Andrey Yu. Dubin,"[2209, 101182, 102057, 203059]"
 Ashoke Sen,"[2211, 5036, 12251, 101014, 102112, 105058, 105168, 106010, 111129, 111153, 111281, 201159, 202151, 208142]"
 P. Baseilhac,"[2213, 102024]"
Helen A. Bridgman,"[2215, 10133]"
 A. L. Gadelha,"[2217, 3209, 104068, 203222, 301249]"
 I. V. Vancea (IFT-Unesp),"[2217, 104068, 203222]"
O.A. Castro Alvaredo,[2219]
Hyunji Cho,"[2220, 9062]"
B.B.Deo,[2224]
Sayipjamal Dulat,"[2227, 2253]"
 Katrin Wendland (Bonn University),[2227]
A. Pinzul,"[2229, 103206, 107179, 112220, 206095]"
Sebastian de Haro,"[2230, 11230, 107032, 210080, 302136]"
 Sergey N. Solodukhin,"[2230, 11230]"
Jun-Ichi Sumi,"[2231, 6016]"
 Ken-Ichi Aoki,[2231]
Keiichi,[2231]
 S. Galice,[2232]
T. Pisar,[2234]
 H. Zerrouki,[2234]
E.F. Moreno,[2236]
Nicolas Moeller,"[2237, 5036, 8101, 103103, 105024, 110204, 202176, 203175, 207107, 304213]"
A. A. Saharian (Yerevan State University,[2239]
 Harald Skarke,"[2240, 303218]"
Mark Windoloski (UMass,[2243]
Laur Jarv,"[2244, 211097]"
 K. M. Shekhter,[2247]
G.A. Kozlov,[2248]
Dean Lee (UMass Amherst),"[2251, 3296, 7010]"
 Nathan Salwen (Harvard),[2251]
 Daniel Lee (Bell,[2251]
M. A. Lledó,"[2252, 11268]"
 Salvatore Mignemi,[2256]
E. s. Tututi,[2259]
 P. Jizba,[2259]
A. Flachi,"[3008, 7025, 103077, 302017, 304040]"
 V. Pascalutsa,[3011]
 Yorinori Saito,"[3013, 8195, 106204]"
Masayoshi Yamamoto,"[3013, 8195, 207166]"
Horacio E. Camblong,"[3014, 3255, 3267, 109003, 110176, 110278, 303166]"
 Luis N. Epele,"[3014, 3255, 3267, 106144]"
 Huner Fanchiotti,"[3014, 3255, 3267, 106144]"
Carlos A.,"[3014, 3255, 3267, 106144]"
 Thomas Hertog,"[3016, 107088, 204212]"
 Oscar Loaiza-Brito,"[3019, 10046, 206183]"
 C. Herdeiro,[3023]
Dieter Lust (Humboldt,"[3024, 7024, 10198]"
D.G.G. Sasaki S.P.Sorella V.E.R.Lemes,[3028]
 A. Jevicki,[3031]
Jacob Sonnenschein (TAU),[3032]
Anton Dzhamay,[3034]
 M. Douglas,[3037]
A.Sissakian,[3039]
O-Kab Kwon,"[3040, 303153]"
R. Marotta,"[3044, 112187, 112195, 202195, 208153]"
 F. Pezzella,"[3044, 11071]"
Mingliang Cai,"[3046, 102149]"
Gregory J. Galloway,"[3046, 102149]"
Xiang-Mao Ding,"[3047, 109009, 110165, 202031, 211235, 212077]"
L.M. Baker,[3048]
Michele Caselle,[3049]
 Martin Hasenbusch,[3049]
 Andrea Pelissetto,"[3049, 212161]"
Ettore,"[3049, 106185]"
 T. Hertog,"[3052, 10232]"
R.A. Janik,"[3059, 110024, 203185, 212069]"
R. Peschanski,"[3059, 110024, 209258, 303081]"
N. Alonso-Alberca,"[3060, 3071, 3248, 12032, 208158, 209069, 303113]"
Naresh Dadhich (IUCAA),[3061]
 Roy Maartens (Portsmouth),"[3061, 107011]"
 Philippos,[3061]
C.A.R.Herdeiro (DAMTP,[3063]
V. A. Kazakov,"[3064, 3065]"
Hisa-aki Shinkai,[3066]
Jiunn-Wei Chen,[3067]
Claus Zahlten,[3070]
 P.Meessen,"[3071, 205106]"
Martin B. Einhorn,"[3072, 201244, 209159, 212322]"
J.J. van der Bij,"[3073, 210185]"
Eugen Radu,"[3073, 211120]"
Graham G. Ross,[3074]
Satish D. Joglekar (I.I.T.Kanpur INDIA),"[3077, 5154]"
R. Sauser,"[3078, 3168]"
Ludwik Turko,"[3079, 10212, 112171, 204255]"
Jan Rafelski,[3079]
Markus Lazar,[3080]
Stanley J. Brodsky,"[3082, 111241]"
 Bo-Qiang Ma,[3082]
Ivan Schmidt,[3082]
S.P. Gavrilov (U. of Sergipe),"[3084, 3112, 104121]"
 A.E.,[3084]
Marcello B. Silva Neto,[3088]
R. Banerjee (S.N. Bose Centre,[3092]
Subir Ghosh (I. S. I.,[3092]
Keun-Young Kim,"[3093, 109121, 205010]"
D.Nowak-Szczepaniak (Wroclaw Univ.),[3095]
